english_meaning,arrernte_word,audio_url,all_audio_urls,,,,,,,,,,,,,,,,,
heavy,ulthentye,https://arrernte-angkentye.online/ecall/audio/ulthentye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ulthentye_m.mp3,,,,,,,,,,,,,,,,,
"shade, patchy or dappled shade",ulye,https://arrernte-angkentye.online/ecall/audio/ulye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ulye_m.mp3,,,,,,,,,,,,,,,,,
"shade, patchy or dappled shade",ulyentye,https://arrernte-angkentye.online/ecall/audio/ulyentye.mp3,https://arrernte-angkentye.online/ecall/audio/ulyentye.mp3,,,,,,,,,,,,,,,,,
thigh,ulyepere,https://arrernte-angkentye.online/ecall/audio/ulyepere_m.mp3,https://arrernte-angkentye.online/ecall/audio/ulyepere_m.mp3,,,,,,,,,,,,,,,,,
you (one person; subject),unte,https://arrernte-angkentye.online/ecall/audio/unte_m.mp3,https://arrernte-angkentye.online/ecall/audio/unte_m.mp3,,,,,,,,,,,,,,,,,
"run, hurry along",unteme,https://arrernte-angkentye.online/ecall/audio/unteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/unteme_m.mp3,,,,,,,,,,,,,,,,,
"look for, walk around",untheme,https://arrernte-angkentye.online/ecall/audio/untheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/untheme_m.mp3,,,,,,,,,,,,,,,,,
"back of neck, neck",untye,https://arrernte-angkentye.online/ecall/audio/untye_m.mp3,https://arrernte-angkentye.online/ecall/audio/untye_m.mp3,,,,,,,,,,,,,,,,,
corkwood trees with nectar you can eat,untyeye,https://arrernte-angkentye.online/ecall/audio/untyeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/untyeye_m.mp3,,,,,,,,,,,,,,,,,
thorny devil (lizard),unyerre,https://arrernte-angkentye.online/ecall/audio/unyerre.mp3,https://arrernte-angkentye.online/ecall/audio/unyerre.mp3,,,,,,,,,,,,,,,,,
fire,ure,https://arrernte-angkentye.online/ecall/audio/ure_m.mp3,https://arrernte-angkentye.online/ecall/audio/ure_m.mp3,,,,,,,,,,,,,,,,,
"water running in creek, flood",urewe,https://arrernte-angkentye.online/ecall/audio/urewe_m.mp3,https://arrernte-angkentye.online/ecall/audio/urewe_m.mp3,,,,,,,,,,,,,,,,,
"hot (thing), hot weather",urinpe,https://arrernte-angkentye.online/ecall/audio/urinpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/urinpe_m.mp3,,,,,,,,,,,,,,,,,
heron,urlampe-urlampe,https://arrernte-angkentye.online/ecall/audio/urlampe-urlampe.mp3,https://arrernte-angkentye.online/ecall/audio/urlampe-urlampe.mp3,,,,,,,,,,,,,,,,,
"deliberately, for a reason",urlare,https://arrernte-angkentye.online/ecall/audio/urlare.mp3,https://arrernte-angkentye.online/ecall/audio/urlare.mp3,,,,,,,,,,,,,,,,,
forehead,urle,https://arrernte-angkentye.online/ecall/audio/urle_m.mp3,https://arrernte-angkentye.online/ecall/audio/urle_m.mp3,,,,,,,,,,,,,,,,,
"slippery, smooth",urlkere,https://arrernte-angkentye.online/ecall/audio/urlkere_m.mp3,https://arrernte-angkentye.online/ecall/audio/urlkere_m.mp3,,,,,,,,,,,,,,,,,
red ochre,urlpe,https://arrernte-angkentye.online/ecall/audio/urlpe.mp3,https://arrernte-angkentye.online/ecall/audio/urlpe.mp3,,,,,,,,,,,,,,,,,
"narrow, tight",urlpme,https://arrernte-angkentye.online/ecall/audio/urlpme_m.mp3,https://arrernte-angkentye.online/ecall/audio/urlpme_m.mp3,,,,,,,,,,,,,,,,,
"dust, dust haze",urlpmernte,https://arrernte-angkentye.online/ecall/audio/urlpmernte.mp3,https://arrernte-angkentye.online/ecall/audio/urlpmernte.mp3,,,,,,,,,,,,,,,,,
honey from native bees,urltampe,https://arrernte-angkentye.online/ecall/audio/urltampe_m.mp3,https://arrernte-angkentye.online/ecall/audio/urltampe_m.mp3,,,,,,,,,,,,,,,,,
hollow in a tree,urlte,https://arrernte-angkentye.online/ecall/audio/urlte_m.mp3,https://arrernte-angkentye.online/ecall/audio/urlte_m.mp3,,,,,,,,,,,,,,,,,
1. to dance (men). 2. to rain,urnteme,https://arrernte-angkentye.online/ecall/audio/urnteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/urnteme_m.mp3,,,,,,,,,,,,,,,,,
"later, in a while, after",urreke,https://arrernte-angkentye.online/ecall/audio/urreke_m.mp3,https://arrernte-angkentye.online/ecall/audio/urreke_m.mp3,,,,,,,,,,,,,,,,,
shovel-headed spear,urrempere,https://arrernte-angkentye.online/ecall/audio/urrempere_m.mp3,https://arrernte-angkentye.online/ecall/audio/urrempere_m.mp3,,,,,,,,,,,,,,,,,
"boy, male animal",urreye,https://arrernte-angkentye.online/ecall/audio/urreye_m.mp3,https://arrernte-angkentye.online/ecall/audio/urreye_m.mp3,,,,,,,,,,,,,,,,,
"1. dark colours, especially black. 2. Aboriginal (person)",urrperle,https://arrernte-angkentye.online/ecall/audio/urrperle.mp3,https://arrernte-angkentye.online/ecall/audio/urrperle.mp3,,,,,,,,,,,,,,,,,
"three, a few",urrpetye,https://arrernte-angkentye.online/ecall/audio/urrpetye_m.mp3,https://arrernte-angkentye.online/ecall/audio/urrpetye_m.mp3,,,,,,,,,,,,,,,,,
firesaw,urrpmale,https://arrernte-angkentye.online/ecall/audio/urrpmale.mp3,https://arrernte-angkentye.online/ecall/audio/urrpmale.mp3,,,,,,,,,,,,,,,,,
turn around to go back,urtepe-irreme,https://arrernte-angkentye.online/ecall/audio/urtepe-irreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/urtepe-irreme_m.mp3,,,,,,,,,,,,,,,,,
coolamon,urtne,https://arrernte-angkentye.online/ecall/audio/urtne_m.mp3,https://arrernte-angkentye.online/ecall/audio/urtne_m.mp3,,,,,,,,,,,,,,,,,
"sun, summer",uterne,https://arrernte-angkentye.online/ecall/audio/uterne_m.mp3,https://arrernte-angkentye.online/ecall/audio/uterne_m.mp3,,,,,,,,,,,,,,,,,
type of ant,uterne-uterne,https://arrernte-angkentye.online/ecall/audio/uterne-uterne.mp3,https://arrernte-angkentye.online/ecall/audio/uterne-uterne.mp3,,,,,,,,,,,,,,,,,
"to tell someone to do, pressure to do",uterneme,https://arrernte-angkentye.online/ecall/audio/uterneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/uterneme_m.mp3,,,,,,,,,,,,,,,,,
and (joins two things),uthene,https://arrernte-angkentye.online/ecall/audio/uthene.mp3,https://arrernte-angkentye.online/ecall/audio/uthene.mp3,,,,,,,,,,,,,,,,,
to bite,uthneme,https://arrernte-angkentye.online/ecall/audio/uthneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/uthneme_m.mp3,,,,,,,,,,,,,,,,,
the bush; gidgea tree­,utnanthe,https://arrernte-angkentye.online/ecall/audio/utnanthe_m.mp3,https://arrernte-angkentye.online/ecall/audio/utnanthe_m.mp3,,,,,,,,,,,,,,,,,
"spirit, soul",utnenge,https://arrernte-angkentye.online/ecall/audio/utnenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/utnenge_m.mp3,,,,,,,,,,,,,,,,,
caterpillar found on emu bush,utnerrengatye,https://arrernte-angkentye.online/ecall/audio/utnerrengatye.mp3,https://arrernte-angkentye.online/ecall/audio/utnerrengatye.mp3,,,,,,,,,,,,,,,,,
emu bush,utnerrenge,https://arrernte-angkentye.online/ecall/audio/utnerrenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/utnerrenge_m.mp3,,,,,,,,,,,,,,,,,
"sore (on body), wound",utyene,https://arrernte-angkentye.online/ecall/audio/utyene_m.mp3,https://arrernte-angkentye.online/ecall/audio/utyene_m.mp3,,,,,,,,,,,,,,,,,
wild fig,utyerrke,https://arrernte-angkentye.online/ecall/audio/utyerrke_m.mp3,https://arrernte-angkentye.online/ecall/audio/utyerrke_m.mp3,,,,,,,,,,,,,,,,,
"skinny, thin",utyewe,https://arrernte-angkentye.online/ecall/audio/utyewe_m.mp3,https://arrernte-angkentye.online/ecall/audio/utyewe_m.mp3,,,,,,,,,,,,,,,,,
"rib, ribs",utyipme,https://arrernte-angkentye.online/ecall/audio/utyipme.mp3,https://arrernte-angkentye.online/ecall/audio/utyipme.mp3,,,,,,,,,,,,,,,,,
"trying but unable to, unsuccessfully",uyarne,https://arrernte-angkentye.online/ecall/audio/uyarne_m.mp3,https://arrernte-angkentye.online/ecall/audio/uyarne_m.mp3,,,,,,,,,,,,,,,,,
"trying but unable to, unsuccessfully",uye,https://arrernte-angkentye.online/ecall/audio/uye_m.mp3,https://arrernte-angkentye.online/ecall/audio/uye_m.mp3,,,,,,,,,,,,,,,,,
spearwood,uyenpere,https://arrernte-angkentye.online/ecall/audio/uyenpere_m.mp3,https://arrernte-angkentye.online/ecall/audio/uyenpere_m.mp3,,,,,,,,,,,,,,,,,
Hidden Valley town camp (lit. 'spearwood gap'),Uyenpere Atwatye,https://arrernte-angkentye.online/ecall/audio/uyenpere_atwatye_m.mp3,https://arrernte-angkentye.online/ecall/audio/uyenpere_atwatye_m.mp3,,,,,,,,,,,,,,,,,
swell up,wangkeme,https://arrernte-angkentye.online/ecall/audio/wangkeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/wangkeme_m.mp3,,,,,,,,,,,,,,,,,
"feed someone, serve",wanteme,https://arrernte-angkentye.online/ecall/audio/wanteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/wanteme_m.mp3,,,,,,,,,,,,,,,,,
"just, only; for no reason; nothing much (answer to 'Werte?')",ware,https://arrernte-angkentye.online/ecall/audio/ware_m.mp3,https://arrernte-angkentye.online/ecall/audio/ware_m.mp3,,,,,,,,,,,,,,,,,
"house, building, wall",warle,https://arrernte-angkentye.online/ecall/audio/warle_m.mp3,https://arrernte-angkentye.online/ecall/audio/warle_m.mp3,,,,,,,,,,,,,,,,,
hit (by throwing something at),weme,https://arrernte-angkentye.online/ecall/audio/weme_m.mp3,https://arrernte-angkentye.online/ecall/audio/weme_m.mp3,,,,,,,,,,,,,,,,,
"to, towards",#NAME?,https://arrernte-angkentye.online/ecall/audio/-werne_m.mp3,https://arrernte-angkentye.online/ecall/audio/-werne_m.mp3,,,,,,,,,,,,,,,,,
'What's up?' 'What's going on?',Werte?,https://arrernte-angkentye.online/ecall/audio/werte_m.mp3,https://arrernte-angkentye.online/ecall/audio/werte_m.mp3,,,,,,,,,,,,,,,,,
wild onion,yalke,https://arrernte-angkentye.online/ecall/audio/yalke_m.mp3,https://arrernte-angkentye.online/ecall/audio/yalke_m.mp3,,,,,,,,,,,,,,,,,
"over there, that (mid distance)",yanhe,https://arrernte-angkentye.online/ecall/audio/yanhe.mp3,https://arrernte-angkentye.online/ecall/audio/yanhe.mp3,,,,,,,,,,,,,,,,,
Larapinta Valley town camp,Yarrentye Arltere,https://arrernte-angkentye.online/ecall/audio/yarrentye_arltere.mp3,https://arrernte-angkentye.online/ecall/audio/yarrentye_arltere.mp3,,,,,,,,,,,,,,,,,
older sister,yaye,https://arrernte-angkentye.online/ecall/audio/yaye_m.mp3,https://arrernte-angkentye.online/ecall/audio/yaye_m.mp3,,,,,,,,,,,,,,,,,
yes,Ye,https://arrernte-angkentye.online/ecall/audio/ye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ye_m.mp3,,,,,,,,,,,,,,,,,
"'Dunno.', 'I don't know'",Yekwe,https://arrernte-angkentye.online/ecall/audio/yekwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/yekwe_m.mp3,,,,,,,,,,,,,,,,,
skin,yenpe,https://arrernte-angkentye.online/ecall/audio/yenpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/yenpe_m.mp3,,,,,,,,,,,,,,,,,
umbilical cord,yepe,https://arrernte-angkentye.online/ecall/audio/yepe.mp3,https://arrernte-angkentye.online/ecall/audio/yepe.mp3,,,,,,,,,,,,,,,,,
sheep,yepe-yepe,https://arrernte-angkentye.online/ecall/audio/yepe-yepe.mp3,https://arrernte-angkentye.online/ecall/audio/yepe-yepe.mp3,,,,,,,,,,,,,,,,,
send to someone,yerneme,https://arrernte-angkentye.online/ecall/audio/yerneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/yerneme_m.mp3,,,,,,,,,,,,,,,,,
honey-ant,yerrampe,https://arrernte-angkentye.online/ecall/audio/yerrampe_m.mp3,https://arrernte-angkentye.online/ecall/audio/yerrampe_m.mp3,,,,,,,,,,,,,,,,,
ant,yerre,https://arrernte-angkentye.online/ecall/audio/yerre_m.mp3,https://arrernte-angkentye.online/ecall/audio/yerre_m.mp3,,,,,,,,,,,,,,,,,
"yes, OK",Yewe-yewe,https://arrernte-angkentye.online/ecall/audio/yewe-yewe.mp3,https://arrernte-angkentye.online/ecall/audio/yewe-yewe.mp3,,,,,,,,,,,,,,,,,
"'Dunno.', 'I don't know'",Yekwe,https://arrernte-angkentye.online/ecall/audio/yekwe_m.mp3,,,,,,,,,,,,,,,,,,
